"id","sex","height"
7005181,"FEMALE",164
8839315,"FEMALE",177
7612085,"FEMALE",162
2600827,"MALE",183
4796921,"MALE",177
1909186,"FEMALE",167
1998653,"FEMALE",156
9521637,"FEMALE",161
7632773,"MALE",187
7454845,"MALE",166
6925742,"FEMALE",168
6619854,"FEMALE",173
3986134,"MALE",174
8470223,"FEMALE",164
4182111,"FEMALE",161
3568495,"FEMALE",174
5836510,"MALE",161
8909640,"MALE",170
6085332,"FEMALE",179
5149113,"MALE",153
9487966,"MALE",163
9084604,"MALE",162
9102593,"MALE",176
8308687,"MALE",169
9856797,"FEMALE",163
7236390,"FEMALE",179
7632428,"FEMALE",161
2130714,"MALE",174
1854762,"MALE",174
2328631,"MALE",183
8759514,"FEMALE",159
5052136,"FEMALE",177
4064954,"MALE",167
5811935,"FEMALE",178
3970990,"MALE",191
1585950,"FEMALE",153
4872920,"MALE",193
4038740,"FEMALE",163
2138808,"MALE",175
3784869,"MALE",174
2883859,"MALE",158
6643448,"FEMALE",167
2027890,"FEMALE",190
3124431,"MALE",179
8434024,"FEMALE",179
1984638,"FEMALE",168
1374515,"MALE",162
4734979,"MALE",164
3355574,"FEMALE",134
3470297,"FEMALE",171
2369867,"FEMALE",163
7716163,"MALE",176
2132393,"MALE",188
8470207,"MALE",183
4188889,"MALE",174
1398084,"FEMALE",162
3647458,"FEMALE",168
7016278,"FEMALE",148
8009996,"FEMALE",166
7742397,"FEMALE",175
5109728,"FEMALE",130
8915870,"FEMALE",156
4684961,"MALE",173
8564272,"FEMALE",176
3889763,"MALE",176
8538485,"FEMALE",168
5261591,"MALE",162
3338461,"FEMALE",153
6033815,"FEMALE",163
7960746,"MALE",180
1162345,"FEMALE",170
9585753,"MALE",179
4152034,"FEMALE",182
2175802,"FEMALE",155
9046603,"FEMALE",161
1423604,"MALE",178
3851579,"MALE",202
6921201,"MALE",176
1849020,"FEMALE",179
3073333,"MALE",151
9591479,"FEMALE",165
6225115,"MALE",179
1316359,"MALE",172
3464491,"FEMALE",166
7905073,"MALE",180
3573487,"MALE",168
7037224,"FEMALE",150
3479756,"MALE",194
8598645,"MALE",168
5763033,"FEMALE",156
2903916,"MALE",171
4913777,"FEMALE",178
3501408,"FEMALE",172
1101489,"FEMALE",150
8248344,"FEMALE",162
4341140,"MALE",184
2730365,"MALE",174
4601273,"MALE",176
9309415,"MALE",172
1496838,"FEMALE",147
8484659,"FEMALE",168
1203541,"FEMALE",172
9125417,"FEMALE",188
9688491,"FEMALE",166
9516610,"MALE",169
7553114,"MALE",182
5297041,"FEMALE",167
5225786,"FEMALE",162
8362083,"FEMALE",162
9399541,"FEMALE",177
3310927,"FEMALE",145
4182913,"FEMALE",174
5756741,"FEMALE",174
1597498,"FEMALE",172
8577113,"MALE",187
7354956,"FEMALE",177
4268232,"MALE",185
9276110,"MALE",169
9903377,"MALE",172
1189588,"MALE",166
8093233,"FEMALE",173
6216740,"FEMALE",160
4016093,"FEMALE",170
4627339,"FEMALE",162
3013388,"FEMALE",175
8222330,"MALE",186
2618967,"MALE",172
7339860,"FEMALE",177
9390079,"FEMALE",162
5546974,"FEMALE",155
5632143,"MALE",176
2844633,"FEMALE",153
9715199,"FEMALE",151
5070056,"MALE",180
9543801,"MALE",158
9948507,"FEMALE",171
7398160,"FEMALE",160
6779435,"FEMALE",147
7307688,"FEMALE",172
8262436,"MALE",177
7332732,"FEMALE",165
8684704,"MALE",177
3772918,"FEMALE",166
1578584,"FEMALE",166
9091585,"MALE",164
1675247,"FEMALE",170
5396345,"FEMALE",170
3931861,"MALE",177
5019102,"FEMALE",181
5677662,"MALE",170
7935338,"FEMALE",168
4569710,"MALE",164
4447492,"MALE",177
5391880,"FEMALE",186
2817253,"MALE",151
6229311,"FEMALE",176
2991119,"FEMALE",160
5730573,"FEMALE",156
8711212,"MALE",168
4103527,"MALE",185
6060992,"MALE",161
4269433,"MALE",174
2516209,"FEMALE",176
2825101,"MALE",175
9426166,"MALE",165
9746254,"FEMALE",146
6789507,"MALE",166
4520560,"FEMALE",147
7621067,"FEMALE",176
4771247,"MALE",162
9806297,"MALE",173
8412939,"FEMALE",183
2864835,"FEMALE",164
3127604,"FEMALE",159
3988805,"FEMALE",149
1227417,"FEMALE",186
2705825,"FEMALE",175
5510878,"MALE",166
6156531,"MALE",166
7494750,"FEMALE",164
7737251,"MALE",182
4067264,"FEMALE",160
4638571,"FEMALE",170
8441720,"FEMALE",159
3644626,"FEMALE",166
3947274,"FEMALE",170
1247866,"FEMALE",153
2057472,"MALE",184
6358783,"MALE",175
2163011,"FEMALE",163
3341350,"FEMALE",163
2144097,"FEMALE",159
8338029,"FEMALE",173
9042212,"FEMALE",147
4044117,"FEMALE",172
4918536,"MALE",178
9666854,"MALE",179
7421701,"MALE",187
2629227,"MALE",161
2736109,"MALE",162
2936290,"MALE",160
6621706,"FEMALE",183
5356239,"FEMALE",163
4671168,"MALE",174
7873932,"FEMALE",163
4267975,"FEMALE",158
9407647,"FEMALE",170
7803684,"MALE",165
4943322,"MALE",180
7622346,"MALE",174
8502482,"MALE",177
4333801,"FEMALE",170
8336621,"MALE",191
1330156,"FEMALE",169
5535119,"FEMALE",171
5427172,"FEMALE",166
5592312,"FEMALE",169
6987807,"FEMALE",178
1914982,"FEMALE",193
1847088,"MALE",187
4556790,"MALE",170
5448321,"MALE",167
7441697,"MALE",174
3234180,"FEMALE",168
5916350,"MALE",159
4402248,"FEMALE",172
5562475,"FEMALE",170
6540152,"FEMALE",172
1978856,"MALE",168
1967382,"FEMALE",165
2995751,"MALE",185
7668699,"FEMALE",147
6667052,"MALE",179
8432875,"FEMALE",178
2505474,"MALE",169
1961696,"MALE",196
7246392,"MALE",176
8333732,"FEMALE",153
4470052,"FEMALE",169
5659961,"MALE",183
4061968,"MALE",191
1775014,"FEMALE",174
1491747,"FEMALE",165
6336279,"FEMALE",159
3371921,"FEMALE",163
9343217,"MALE",172
9092508,"MALE",174
2901999,"MALE",176
2870131,"FEMALE",172
5789826,"MALE",184
1691170,"MALE",182
5663121,"MALE",181
7103262,"FEMALE",175
7443399,"MALE",166
7195866,"FEMALE",161
6247879,"FEMALE",171
4322043,"MALE",179
7654136,"MALE",180
3109841,"FEMALE",172
1248567,"FEMALE",169
7901387,"MALE",165
4238506,"MALE",189
5297390,"MALE",191
4814207,"FEMALE",148
6159851,"FEMALE",156
3192834,"MALE",184
9365469,"FEMALE",159
5205469,"MALE",176
3858370,"FEMALE",169
3150588,"MALE",162
2381396,"MALE",156
6391507,"MALE",170
2175557,"MALE",162
3182005,"FEMALE",174
2814210,"MALE",174
2616534,"MALE",175
4635975,"MALE",190
9345058,"FEMALE",164
8419573,"MALE",177
1853813,"FEMALE",153
7345396,"MALE",190
9384103,"FEMALE",162
9322775,"FEMALE",143
1736406,"MALE",159
1754663,"FEMALE",160
7301233,"MALE",172
3900668,"MALE",175
8538067,"MALE",183
8075914,"MALE",179
8746065,"FEMALE",172
8387853,"MALE",148
2566523,"FEMALE",161
6031240,"FEMALE",164
2612734,"FEMALE",159
4795647,"MALE",180
9297125,"FEMALE",154
5347419,"FEMALE",155
3613562,"MALE",178
2652045,"FEMALE",158
9936239,"FEMALE",157
4794967,"FEMALE",153
5762029,"MALE",167
8543702,"MALE",171
2146536,"MALE",177
7955929,"MALE",195
5069417,"FEMALE",172
2538985,"MALE",184
9810705,"MALE",166
5908536,"FEMALE",166
3327962,"FEMALE",162
3088034,"FEMALE",157
3164772,"FEMALE",161
2878476,"FEMALE",168
8902027,"FEMALE",170
8391136,"FEMALE",178
2995654,"FEMALE",186
6651988,"MALE",183
7800810,"MALE",167
6859471,"FEMALE",160
4831862,"FEMALE",171
1802655,"MALE",183
1764362,"FEMALE",161
7046303,"FEMALE",164
1426962,"MALE",177
5217115,"MALE",170
2860726,"MALE",174
2482604,"FEMALE",184
2847697,"FEMALE",182
9497242,"MALE",182
2683168,"FEMALE",179
5540657,"FEMALE",181
1344047,"MALE",165
8822303,"FEMALE",154
7953775,"FEMALE",154
5981774,"MALE",175
3781203,"FEMALE",173
2902118,"FEMALE",174
9248123,"FEMALE",156
1593304,"MALE",179
6577065,"FEMALE",178
4978235,"MALE",193
6167926,"MALE",169
6456556,"MALE",176
6625507,"MALE",168
6913604,"MALE",184
1961588,"MALE",164
4563826,"MALE",195
3827245,"MALE",188
3013156,"FEMALE",159
8312186,"FEMALE",157
7258611,"MALE",167
2891409,"FEMALE",157
1561945,"FEMALE",163
4784227,"FEMALE",157
2238917,"MALE",194
7975708,"MALE",164
5307697,"MALE",162
6775170,"FEMALE",185
2710563,"FEMALE",164
9470007,"FEMALE",160
6124937,"FEMALE",156
6365230,"FEMALE",158
9127789,"MALE",187
1364958,"MALE",173
9491719,"FEMALE",159
9650528,"FEMALE",166
9044964,"FEMALE",172
2262187,"FEMALE",165
4351031,"FEMALE",168
7367351,"FEMALE",178
3029579,"FEMALE",150
8528152,"MALE",180
3891439,"MALE",181
1713701,"MALE",162
8572888,"MALE",175
4380725,"FEMALE",176
5005751,"MALE",162
4996753,"FEMALE",169
3961263,"MALE",159
8252067,"FEMALE",162
6748038,"MALE",166
3168215,"MALE",176
4115490,"MALE",189
8262578,"FEMALE",163
1520081,"MALE",179
1807539,"FEMALE",157
3903295,"MALE",191
6924432,"FEMALE",179
2752813,"FEMALE",179
7867539,"FEMALE",162
8039713,"FEMALE",158
2005630,"MALE",180
3669554,"MALE",167
7779463,"FEMALE",177
7090916,"FEMALE",163
4472853,"MALE",177
2010861,"FEMALE",179
9544028,"MALE",167
8346181,"FEMALE",153
9992863,"MALE",158
4466529,"FEMALE",184
9000074,"FEMALE",185
9444886,"MALE",193
1926992,"MALE",183
6226243,"MALE",181
4548146,"FEMALE",163
8666101,"MALE",177
4561361,"MALE",167
4665381,"MALE",169
4871707,"MALE",171
5836450,"FEMALE",170
2227356,"FEMALE",162
7484628,"FEMALE",168
8232516,"FEMALE",174
2442645,"FEMALE",162
4910802,"FEMALE",141
2022281,"MALE",175
9892044,"MALE",176
7402592,"MALE",187
9528817,"MALE",188
6760762,"FEMALE",162
3354963,"FEMALE",175
1165253,"FEMALE",177
3117981,"MALE",184
5017583,"MALE",160
9499284,"FEMALE",176
9786766,"FEMALE",167
5914110,"MALE",173
6443657,"FEMALE",151
4941607,"FEMALE",168
2742650,"FEMALE",164
3756953,"MALE",160
8328784,"MALE",174
2329566,"MALE",171
7037205,"FEMALE",162
3455025,"MALE",190
4958244,"MALE",186
3994570,"MALE",171
3934704,"FEMALE",159
1182055,"FEMALE",167
6379592,"MALE",188
5136831,"MALE",167
7791353,"MALE",173
4941611,"FEMALE",160
4485414,"MALE",164
4243652,"MALE",180
4473107,"MALE",176
7758492,"MALE",185
1249900,"MALE",161
4548438,"FEMALE",151
6204279,"MALE",191
6384248,"FEMALE",176
7270826,"FEMALE",162
7991318,"FEMALE",174
3347170,"FEMALE",156
1335161,"MALE",171
6987353,"FEMALE",156
2854377,"MALE",166
5307327,"FEMALE",175
5513857,"MALE",173
2679036,"MALE",163
4122155,"FEMALE",164
3061025,"FEMALE",162
4183648,"MALE",162
1645994,"FEMALE",169
1664327,"FEMALE",147
8259497,"MALE",193
7409759,"MALE",172
4221508,"MALE",183
6368379,"MALE",157
1154516,"FEMALE",182
3748487,"MALE",174
1747517,"FEMALE",148
3650690,"MALE",183
9930882,"FEMALE",166
3922763,"MALE",167
2933741,"FEMALE",181
5777511,"MALE",156
7826603,"MALE",165
6027896,"MALE",181
1810318,"MALE",172
8738547,"FEMALE",166
3621665,"FEMALE",179
2528928,"FEMALE",155
5783977,"MALE",163
2955839,"MALE",183
2910200,"MALE",154
1673359,"FEMALE",167
6923354,"MALE",179
9074694,"MALE",194
5034583,"FEMALE",156
7936450,"FEMALE",166
6102787,"FEMALE",163
4674762,"MALE",203
3920830,"FEMALE",185
2164820,"MALE",183
7783399,"FEMALE",160
3601632,"MALE",178
7215248,"MALE",171
6025072,"MALE",159
6699361,"MALE",187
4040696,"FEMALE",161
4905740,"MALE",172
2466201,"FEMALE",140
3649264,"FEMALE",153
2012644,"MALE",183
3487914,"MALE",187
5231275,"MALE",190
9733220,"FEMALE",174
3276126,"MALE",192
5872050,"FEMALE",154
6136312,"MALE",194
1876518,"MALE",168
6962457,"FEMALE",170
9592325,"MALE",169
2323487,"MALE",183
9695912,"FEMALE",170
5185555,"FEMALE",170
7483881,"MALE",178
3877307,"FEMALE",157
4934613,"MALE",171
6940116,"FEMALE",188
8784399,"FEMALE",167
5304138,"MALE",188
3115678,"FEMALE",181
6408327,"FEMALE",179
1512030,"MALE",194
3883171,"FEMALE",189
3058839,"MALE",173
9778017,"FEMALE",181
4050199,"FEMALE",161
9855071,"FEMALE",150
2025896,"FEMALE",172
5281108,"FEMALE",158
4417954,"MALE",165
3386860,"MALE",170
9809066,"FEMALE",174
1074886,"FEMALE",166
9526022,"MALE",164
4312662,"FEMALE",151
3674294,"FEMALE",170
4431534,"FEMALE",169
1822900,"MALE",182
6235142,"FEMALE",166
9453820,"FEMALE",172
6295230,"MALE",171
7077378,"MALE",164
8337248,"MALE",161
5043369,"FEMALE",156
7904878,"FEMALE",172
5829708,"MALE",180
2827182,"FEMALE",151
8625222,"FEMALE",152
5744950,"FEMALE",164
5921561,"FEMALE",160
2589263,"FEMALE",163
5566843,"MALE",147
1063804,"MALE",167
4869180,"MALE",179
1109057,"MALE",178
7906713,"FEMALE",165
3800570,"MALE",180
6354132,"MALE",186
4897080,"FEMALE",153
9646350,"MALE",172
3093724,"MALE",175
5215026,"MALE",186
7999328,"FEMALE",159
7443335,"FEMALE",176
8955528,"MALE",179
6162516,"FEMALE",170
6565654,"MALE",177
2705605,"FEMALE",172
5373203,"FEMALE",174
8499404,"MALE",161
9873726,"FEMALE",165
6016766,"FEMALE",158
1698904,"FEMALE",162
9369773,"MALE",196
8515762,"FEMALE",160
5335163,"MALE",169
8519219,"FEMALE",151
2439733,"FEMALE",180
5986793,"MALE",184
5136683,"MALE",174
6935318,"FEMALE",176
7122295,"MALE",188
7486934,"MALE",184
6819736,"FEMALE",167
2902980,"FEMALE",165
1961463,"MALE",183
9120899,"FEMALE",162
1998463,"FEMALE",160
1734617,"MALE",168
5899477,"FEMALE",162
7509233,"FEMALE",162
9563484,"FEMALE",171
6589534,"FEMALE",177
9434702,"MALE",163
3224920,"MALE",186
2983335,"FEMALE",148
9192435,"MALE",178
7534090,"FEMALE",184
6673731,"FEMALE",161
4441247,"MALE",178
6824107,"MALE",178
4058450,"MALE",177
8946964,"FEMALE",170
9264679,"MALE",160
1321378,"FEMALE",140
6247307,"MALE",175
3340630,"FEMALE",173
9605169,"FEMALE",166
5809068,"MALE",168
5079201,"MALE",167
6131965,"MALE",165
3432082,"FEMALE",139
4425419,"FEMALE",145
3059123,"FEMALE",161
2084551,"FEMALE",163
8201552,"MALE",182
2487345,"MALE",184
5870276,"MALE",166
6038331,"FEMALE",166
9657433,"MALE",153
8865273,"MALE",180
1471239,"FEMALE",174
9512408,"FEMALE",153
9448660,"MALE",152
2762914,"FEMALE",154
1731546,"MALE",200
9982134,"MALE",177
6313219,"MALE",182
2686303,"MALE",159
8757235,"FEMALE",154
8058327,"FEMALE",173
8496019,"FEMALE",144
4339911,"FEMALE",159
6416512,"MALE",174
4170151,"MALE",177
1879647,"FEMALE",168
9853027,"MALE",182
9687724,"FEMALE",165
7354943,"MALE",178
9585319,"FEMALE",161
4257797,"FEMALE",172
8923782,"MALE",181
4905309,"MALE",183
4097616,"FEMALE",161
3644220,"MALE",191
2481889,"FEMALE",154
3236623,"MALE",184
6906252,"FEMALE",181
1766173,"MALE",184
8009984,"FEMALE",151
5709452,"FEMALE",156
4496031,"MALE",156
1990235,"MALE",182
6730025,"FEMALE",156
9371307,"MALE",173
8088649,"MALE",153
6718250,"MALE",184
7899781,"MALE",182
1879800,"MALE",169
8478849,"FEMALE",171
4009298,"MALE",171
2947377,"MALE",190
1039197,"FEMALE",165
3844427,"FEMALE",162
7863751,"FEMALE",177
3547051,"MALE",181
9615562,"MALE",187
2051453,"MALE",160
7464652,"FEMALE",158
9161375,"MALE",179
2876390,"FEMALE",174
3647034,"MALE",179
1675842,"FEMALE",157
9191693,"MALE",174
2934145,"FEMALE",158
4910848,"MALE",180
5420057,"FEMALE",164
8313877,"MALE",190
4301023,"MALE",175
9022759,"MALE",173
9019198,"FEMALE",177
4598864,"FEMALE",153
8213116,"FEMALE",154
9506733,"MALE",180
2772323,"FEMALE",180
8751508,"FEMALE",177
6210923,"MALE",178
1879236,"MALE",173
4152070,"MALE",176
9729737,"MALE",178
7129823,"MALE",158
9055118,"MALE",158
1065886,"MALE",183
4403383,"FEMALE",168
9270794,"MALE",178
8592540,"FEMALE",172
2164462,"MALE",190
8335045,"MALE",185
8019116,"FEMALE",168
8648250,"MALE",163
3216471,"MALE",182
4409557,"MALE",162
2356327,"MALE",175
5162541,"MALE",164
7279817,"FEMALE",181
4597278,"MALE",166
7354239,"FEMALE",141
4005793,"FEMALE",162
8376516,"FEMALE",174
4517199,"MALE",167
3097878,"FEMALE",179
4457954,"MALE",175
9605961,"MALE",174
8083315,"FEMALE",151
7790627,"MALE",177
4892772,"MALE",192
3926916,"FEMALE",160
1130326,"FEMALE",173
9540178,"FEMALE",138
1527082,"FEMALE",158
5181106,"MALE",168
9857198,"MALE",181
8033981,"MALE",177
2923554,"FEMALE",163
9286398,"MALE",171
4273789,"FEMALE",167
9712964,"MALE",194
2747029,"MALE",184
8779324,"FEMALE",155
5440783,"MALE",167
2089592,"MALE",171
1193282,"FEMALE",166
7932580,"MALE",166
5628841,"FEMALE",166
4391035,"FEMALE",161
9520099,"FEMALE",157
5417688,"MALE",180
6728397,"MALE",168
9663142,"FEMALE",155
6551051,"MALE",184
4327118,"FEMALE",146
6367122,"MALE",176
8469722,"MALE",189
7215848,"FEMALE",163
5687440,"MALE",183
9650254,"FEMALE",167
7749329,"FEMALE",184
8747108,"FEMALE",170
6174435,"FEMALE",164
8412400,"MALE",160
1995343,"MALE",187
2773475,"MALE",177
4752165,"FEMALE",174
7432903,"FEMALE",157
1323964,"MALE",155
2604599,"MALE",176
9049581,"FEMALE",143
2720314,"MALE",195
1271648,"FEMALE",162
5086246,"FEMALE",158
8163568,"FEMALE",175
7043871,"MALE",160
6521576,"FEMALE",151
5251472,"FEMALE",163
1078282,"FEMALE",160
5694347,"MALE",176
6037174,"FEMALE",156
7955390,"MALE",168
2378367,"FEMALE",168
5449067,"MALE",173
7814445,"FEMALE",172
4768288,"MALE",175
4151452,"FEMALE",170
8509167,"FEMALE",159
6168826,"FEMALE",155
1673136,"FEMALE",157
4031890,"FEMALE",147
1026975,"FEMALE",160
4032152,"MALE",166
4183274,"FEMALE",177
4290704,"MALE",174
8973526,"MALE",167
6975034,"FEMALE",168
7710061,"MALE",172
2040081,"FEMALE",172
8916632,"FEMALE",154
2825656,"FEMALE",159
8093044,"FEMALE",173
3773440,"FEMALE",159
2945860,"MALE",173
9682971,"MALE",170
7094780,"FEMALE",156
8209731,"MALE",185
8251263,"MALE",173
5826587,"MALE",171
7892799,"MALE",177
3855842,"FEMALE",176
8744592,"MALE",184
2461909,"MALE",160
1462291,"MALE",186
8513902,"FEMALE",168
6960727,"FEMALE",160
6301026,"MALE",177
2838589,"MALE",174
2379986,"MALE",177
4382673,"FEMALE",165
1497822,"FEMALE",166
5772474,"FEMALE",158
4180286,"MALE",188
8624049,"FEMALE",166
8439881,"FEMALE",171
2985964,"FEMALE",148
5166581,"FEMALE",166
8165887,"MALE",161
6254354,"FEMALE",153
6550116,"MALE",186
4931442,"MALE",167
7974685,"FEMALE",170
2536045,"MALE",182
4175449,"FEMALE",180
9277412,"FEMALE",150
8821917,"FEMALE",147
1247024,"FEMALE",172
4441191,"MALE",166
2824733,"MALE",180
7849231,"MALE",157
8600823,"FEMALE",167
2951510,"MALE",168
6692276,"MALE",171
3310455,"MALE",166
1904625,"FEMALE",162
9348580,"MALE",183
3092598,"FEMALE",148
2389258,"FEMALE",167
1452195,"MALE",185
1119175,"MALE",160
6264759,"MALE",176
5595627,"MALE",171
8028109,"FEMALE",174
7299602,"FEMALE",156
6620607,"FEMALE",168
1489494,"MALE",186
4939991,"FEMALE",155
6757850,"FEMALE",169
2419930,"MALE",169
8941148,"MALE",176
3967658,"FEMALE",175
5118754,"FEMALE",166
2970919,"FEMALE",165
8948815,"FEMALE",170
5731218,"FEMALE",159
6839108,"MALE",157
1202393,"MALE",181
1193707,"MALE",160
2237276,"MALE",176
3921590,"FEMALE",171
5553862,"FEMALE",165
5171517,"MALE",177
6595416,"FEMALE",160
9005656,"MALE",167
7812750,"MALE",170
4776554,"MALE",165
6228071,"MALE",179
3211009,"MALE",192
3507754,"MALE",179
4612957,"MALE",161
9312321,"MALE",166
3877590,"FEMALE",168
8992969,"MALE",170
2237855,"FEMALE",172
1137644,"FEMALE",160
7045410,"MALE",168
4076477,"FEMALE",171
7731539,"FEMALE",155
1535785,"FEMALE",171
5776342,"MALE",194
3999508,"MALE",172
9280034,"MALE",189
3188369,"MALE",164
1688797,"FEMALE",153
4509666,"MALE",197
2231464,"MALE",177
8673674,"MALE",155
3628023,"MALE",171
3344933,"FEMALE",179
9396603,"MALE",166
4736017,"FEMALE",169
3751972,"MALE",159
5992775,"MALE",187
4634206,"MALE",170
6396563,"FEMALE",157
7598047,"FEMALE",169
7104597,"FEMALE",173
5795404,"FEMALE",164
7054528,"MALE",157
4577022,"FEMALE",172
2081997,"FEMALE",139
1626279,"MALE",149
1801072,"FEMALE",162
2986922,"FEMALE",166
6888907,"MALE",173
9198682,"MALE",177
1962486,"FEMALE",147
9721732,"FEMALE",179
3034217,"FEMALE",171
4705299,"FEMALE",158
3280550,"FEMALE",168
6413762,"MALE",178
6506542,"MALE",174
7957932,"FEMALE",169
1360183,"FEMALE",164
8530429,"MALE",185
7505435,"MALE",189
8416316,"FEMALE",167
6332389,"FEMALE",159
1994539,"MALE",176
8678700,"FEMALE",185
9672836,"FEMALE",164
7280588,"FEMALE",150
7263826,"MALE",177
1562107,"FEMALE",160
6680406,"MALE",163
4567098,"FEMALE",164
9224488,"MALE",172
3537522,"FEMALE",172
5057496,"FEMALE",148
5336257,"MALE",154
8110707,"FEMALE",177
9714949,"MALE",158
3462772,"FEMALE",176
8284955,"FEMALE",161
7425988,"MALE",173
8468892,"FEMALE",156
2060125,"FEMALE",172
2382644,"MALE",166
3559620,"MALE",165
8317494,"MALE",194
8633943,"MALE",183
1522325,"MALE",172
3352804,"FEMALE",166
7654625,"FEMALE",156
6481000,"MALE",180
8421290,"FEMALE",173
1664428,"MALE",174
4692141,"FEMALE",158
8335590,"FEMALE",180
3480894,"FEMALE",169
8901803,"FEMALE",144
3427007,"FEMALE",155
9501053,"MALE",170
1474705,"MALE",179
7589475,"FEMALE",163
1087485,"FEMALE",160
3878144,"MALE",186
6154506,"MALE",170
1120925,"FEMALE",163
5888602,"MALE",173
7072919,"MALE",171
4547286,"MALE",172
2342675,"FEMALE",169
9829486,"MALE",177
2265248,"MALE",173
3093493,"FEMALE",183
2404159,"FEMALE",179
7648510,"FEMALE",171
9572225,"FEMALE",163
6221260,"FEMALE",175
2776908,"MALE",180
8195112,"MALE",164
1221043,"MALE",180
9517813,"MALE",172
3487841,"MALE",177
1200220,"FEMALE",182
9120390,"MALE",161
7941524,"FEMALE",169
3281685,"FEMALE",168
3892372,"MALE",178
8507088,"MALE",170
4963374,"FEMALE",176
3294782,"FEMALE",180
6788872,"MALE",180
3960903,"MALE",183
7024392,"MALE",175
3788827,"MALE",169
9725478,"MALE",191
8999497,"FEMALE",173
5635657,"MALE",177
4336320,"MALE",173
4475410,"MALE",170
8024298,"MALE",169
3329986,"MALE",180
6863097,"FEMALE",147
7561427,"MALE",186
7878414,"FEMALE",169
4060304,"FEMALE",172
6667006,"MALE",176
2801281,"MALE",161
1745773,"MALE",172
8756768,"FEMALE",162
5792653,"MALE",163
8189606,"MALE",172
4691286,"MALE",188
3825703,"FEMALE",158
2545578,"MALE",186
8158721,"MALE",182
7942441,"MALE",195
6000407,"MALE",166
9466907,"FEMALE",156
3010120,"FEMALE",171
4934167,"MALE",183
2301673,"MALE",174
3406230,"FEMALE",165
1845429,"MALE",180
9419907,"MALE",180
2712064,"MALE",163
1043507,"FEMALE",183
6349050,"FEMALE",164
5473103,"MALE",170
9704733,"MALE",171
8817448,"MALE",176
5309464,"FEMALE",145
8747960,"MALE",182
3767858,"MALE",177
5223151,"FEMALE",169
9421341,"MALE",176
1586992,"FEMALE",149
9286245,"MALE",184
8830302,"FEMALE",164
8827155,"MALE",180
6772723,"MALE",152
6097793,"MALE",195
7196586,"MALE",167
7588252,"FEMALE",177
6725333,"MALE",185
7230029,"FEMALE",160
7553537,"FEMALE",180
6738969,"MALE",175
7824206,"MALE",166
4453647,"FEMALE",183
3831713,"MALE",177
4681829,"MALE",195
8295826,"MALE",176
3612993,"FEMALE",160
7353780,"MALE",182
2101170,"FEMALE",146
6839860,"MALE",162
5436533,"MALE",184
3431576,"FEMALE",153
3690994,"MALE",172
9864894,"MALE",167
6006049,"MALE",175
9815623,"MALE",167
3639459,"MALE",188
7031514,"MALE",160
2259385,"MALE",168
6677011,"MALE",176
8050227,"FEMALE",187
8423454,"FEMALE",160
1291117,"MALE",180
1238221,"MALE",155
1161853,"MALE",179
9400455,"MALE",164
4237974,"MALE",169
3876879,"FEMALE",165
5296673,"MALE",181
8406060,"MALE",167
4609176,"MALE",169
3768686,"FEMALE",153
2314846,"FEMALE",155
3733190,"MALE",164
4569701,"FEMALE",155
1830717,"MALE",168
6228017,"MALE",171
6624939,"MALE",177
3884559,"FEMALE",164
3499184,"FEMALE",159
8161053,"FEMALE",163
5620692,"FEMALE",161
7147637,"FEMALE",172
6163036,"FEMALE",206
3690762,"FEMALE",168
2209704,"FEMALE",152
4393470,"MALE",170
8468278,"MALE",170
5360602,"FEMALE",140
5393637,"FEMALE",153
5659445,"FEMALE",155
8046629,"FEMALE",172
9586274,"FEMALE",156
8982482,"FEMALE",161
8222731,"MALE",180
9584892,"FEMALE",176
1805589,"FEMALE",163
6459694,"FEMALE",173
6750660,"MALE",161
8715646,"MALE",188
5140676,"MALE",159
5861522,"MALE",175
3878337,"FEMALE",183
6067786,"MALE",178
6338351,"FEMALE",158
1869909,"MALE",177
1921864,"FEMALE",175
2406274,"MALE",178
9078528,"FEMALE",169
8963649,"MALE",167
8567908,"MALE",160
3128145,"MALE",183
9336376,"FEMALE",173
8161652,"MALE",155
5144730,"MALE",167
4680622,"MALE",182
3648715,"MALE",181
4921518,"FEMALE",148
6127273,"FEMALE",166
6783905,"MALE",178
9132295,"FEMALE",157
2453709,"FEMALE",162
6101970,"MALE",174
2847802,"MALE",170
6259017,"MALE",177
4459918,"FEMALE",157
1164188,"FEMALE",162
5730917,"FEMALE",171
3850459,"FEMALE",166
1471756,"MALE",178
1562465,"MALE",175
8669936,"MALE",174
7753880,"FEMALE",161
6718742,"MALE",164
3961979,"MALE",179
5282767,"MALE",148
7949224,"FEMALE",155
5083091,"FEMALE",167
6599251,"FEMALE",148
1256392,"FEMALE",150
1977045,"MALE",186
3009913,"MALE",197
1131407,"FEMALE",186
5574512,"MALE",165
9914287,"FEMALE",164
5236857,"FEMALE",171
3626303,"FEMALE",151
8834658,"FEMALE",169
7765436,"FEMALE",171
3273954,"FEMALE",171
9494737,"MALE",163
5838836,"FEMALE",174
1015615,"FEMALE",149
2721772,"FEMALE",150
1024721,"FEMALE",174
1611718,"MALE",150
9685181,"FEMALE",179
9669410,"MALE",182
2322245,"MALE",183
1940724,"FEMALE",159
9344008,"FEMALE",160
7291559,"MALE",175
3828795,"MALE",163
2311459,"FEMALE",164
